X,Y,storeNumber,storeType,address,city,state,zip,phone,playplace,driveThru,archCard,freeWifi,storeUrl
-81.767048,32.412003000000006,31330,FREESTANDING,810 ARCHWAY DRIVE,STATESBORO,GA,30458,(912)681-2129,N,Y,Y,Y,http://www.mcgeorgia.com/31330
-81.759786,32.434385,18912,WAL*MART,611 E NORTHSIDE DR(WM#754),STATESBORO,GA,30458,(912)489-4350,N,N,Y,Y,http://www.mcgeorgia.com/18912
-81.762498,32.438990999999994,11858,FREESTANDING,611 NORTHSIDE DRIVE E HWY,STATESBORO,GA,30458,(912)489-4050,Y,Y,Y,Y,http://www.mcgeorgia.com/11858
-82.14259399999999,33.506939,10285,FREESTANDING,4478 COLUMBIA RD,MARTINEZ,GA,30907,(706)860-7949,Y,Y,Y,Y,http://www.mcgeorgia.com/10285
-82.192762,33.458785999999996,23884,FREESTANDING,880 HORIZON SOUTH PKY,GROVETOWN,GA,30813,(706)869-9634,Y,Y,Y,Y,http://www.mcgeorgia.com/23884
-81.230427,32.27711,16154,FREESTANDING,427 SOUTH COLUMBIA STREET,RINCON,GA,31326,(912)826-0137,Y,Y,Y,Y,http://www.mcgeorgia.com/16154
-81.19494300000001,32.188749,27810,TRAVEL CNTR,7001 HWY 21,PORT WENTWORTH,GA,31407,(912)963-0073,N,Y,Y,Y,http://www.mcgeorgia.com/27810
-81.064985,32.047615,18695,FREESTANDING,2025 SKIDAWAY,SAVANNAH,GA,31404,(912)234-1649,Y,Y,Y,Y,http://www.mcgeorgia.com/18695
-81.006124,32.043208,15761,FREESTANDING,4735 USHY 80 E,SAVANNAH,GA,31410,(912)897-3550,Y,Y,Y,Y,http://www.mcgeorgia.com/15761
-81.166087,32.048778000000006,13758,FREESTANDING,4306 OGEECHEE ROAD,SAVANNAH,GA,31405,(912)233-3266,Y,Y,Y,Y,http://www.mcgeorgia.com/13758
-81.100441,32.006927000000005,10191,FREESTANDING,6740 WATERS AVENUE,SAVANNAH,GA,31406-2718,(912)356-1219,Y,Y,Y,Y,http://www.mcgeorgia.com/10191
-81.243507,32.143507,29548,WAL*MART,160 POOLER PARKWAY (W*M #2860),POOLER,GA,31408,(912)748-6879,N,N,Y,N,http://www.mcgeorgia.com/29548
-81.1555,32.108218,3432,FREESTANDING,4612 AUGUSTA RD,GARDEN CITY,GA,31408,(912)965-9415,Y,Y,Y,Y,http://www.mcgeorgia.com/3432
-81.098525,32.026115000000004,21702,FREESTANDING,600 E DERENNE AVE,SAVANNAH,GA,31405,(912)352-3481,N,Y,Y,Y,http://www.mcgeorgia.com/21702
-80.97834300000001,32.015985,10258,FREESTANDING,475 JOHNNY MERCER BLVD,SAVANNAH,GA,31410,(912)897-4220,Y,Y,Y,Y,http://www.mcgeorgia.com/10258
-81.09519399999999,32.079916,34564,STOREFRONT,246 W. BROUGHTON STREET,SAVANNAH,GA,31401,(912)236-4494,N,N,N,Y,
-81.10676099999999,32.053057,6098,FREESTANDING,2701 MONTGOMERY ST,SAVANNAH,GA,31405,(912)233-5508,N,Y,Y,Y,http://www.mcgeorgia.com/6098
-81.247498,32.141166,36737,FREESTANDING,200 POOLER PKWY,POOLER,GA,31322,(000)000-0000,Y,Y,Y,Y,
-81.236326,32.111259999999994,10234,FREESTANDING,I 95 & USHY 80,POOLER,GA,31322,(912)748-5441,Y,Y,Y,Y,http://www.mcgeorgia.com/10234
-81.121158,32.002431,27966,FREESTANDING,7979 WHITE BLUFF ROAD,SAVANNAH,GA,31406,(912)961-1878,Y,Y,Y,Y,http://www.mcgeorgia.com/27966
-81.225748,32.024945,32430,FREESTANDING,5724 OGEECHEE ROAD,SAVANNAH,GA,31405,(912)236-6594,N,Y,Y,Y,http://www.mcgeorgia.com/32430
-81.168351,31.981309999999997,11065,FREESTANDING,13100 ABERCORN ST EXT,SAVANNAH,GA,31419,(912)927-0876,Y,Y,Y,Y,http://www.mcgeorgia.com/11065
-81.62122,32.136278000000004,18938,GAS STATION,203 E. BACON STREET,PEMBROKE,GA,31321,(912)653-2718,N,Y,Y,Y,http://www.mcgeorgia.com/18938
-81.28144499999999,32.00468,17007,FREESTANDING,1 A GATEWAY BLVD E,SAVANNAH,GA,31419,(912)961-0802,N,Y,Y,Y,http://www.mcgeorgia.com/17007
-84.216934,33.710712,6496,FREESTANDING,2636 WESLEY CHAPEL ROAD,DECATUR,GA,30034,(404)284-5309,N,Y,Y,Y,http://www.mcgeorgia.com/6496
-84.295807,33.778214,7036,FREESTANDING,830 COMMERCE DR,DECATUR,GA,30031,(404)373-6860,N,Y,Y,Y,http://www.mcgeorgia.com/7036
-84.274839,33.810284,11821,FREESTANDING,3893 N DRUID HILLS RD,DECATUR,GA,30033-3023,(404)634-0089,N,Y,Y,Y,http://www.mcgeorgia.com/11821
-84.28314300000001,33.732279999999996,33776,FREESTANDING,2020 CANDLER ROAD,DECATUR,GA,30032,(404)284-0217,N,Y,Y,Y,http://www.mcgeorgia.com/33776
-84.19609799999999,33.760826,6951,FREESTANDING,1198 S HAIRSTON RD,STONE MOUNTAIN,GA,30088,(404)296-0606,N,Y,Y,Y,http://www.mcgeorgia.com/6951
-84.257767,33.843369,1279,FREESTANDING,3893 LAVISTA RD,TUCKER,GA,30084,(678)406-9945,Y,Y,Y,Y,http://www.mcgeorgia.com/1279
-84.193154,33.804006,10780,FREESTANDING,919 N. HAIRSTON ROAD,STONE MOUNTAIN,GA,30083-2801,(404)292-5450,Y,Y,Y,Y,http://www.mcgeorgia.com/10780
-84.271423,33.704243,3096,FREESTANDING,3531 FLAT SHOALS RD,DECATUR,GA,30034,(404)243-0390,Y,Y,Y,Y,http://www.mcgeorgia.com/3096
-84.338061,33.832583,35978,FREESTANDING,N DRUID HILLS RD NE & DRUID CHASE,ATLANTA,GA,30329,(000)000-0000,N,Y,N,Y,
-84.351816,33.819928000000004,20639,FREESTANDING,2350 CHESHIRE BRIDGE ROAD NE,ATLANTA,GA,30324,(404)929-9833,Y,Y,Y,Y,http://www.mcgeorgia.com/20639
-84.307307,33.790254,21330,GAS STATION,2077 N DECATUR,NORTH DECATUR,GA,30033-5910,(404)638-6838,Y,Y,Y,Y,http://www.mcgeorgia.com/21330
-84.161484,33.785221,7679,FREESTANDING,456 S. STONE MOUNTAIN LITHONIA RD,STONE MOUNTAIN,GA,30087,(770)498-6747,N,Y,Y,Y,http://www.mcgeorgia.com/7679
-84.349587,33.741796,15142,FREESTANDING,443 MORELAND AVE,ATLANTA,GA,30316,(404)635-0700,Y,Y,Y,Y,http://www.mcgeorgia.com/15142
-84.332562,33.83021,11842,FREESTANDING,2210 N. DRUID HILLS ROAD,ATLANTA,GA,30329-3117,(404)321-5188,N,Y,Y,Y,http://www.mcgeorgia.com/11842
-84.251961,33.767277,3273,FREESTANDING,4075 MEMORIAL DRIVE,DECATUR,GA,30032-1804,(404)296-4446,Y,Y,Y,Y,http://www.mcgeorgia.com/3273
-84.392797,33.753826000000004,3132,STOREFRONT,31 FORSYTH ST,ATLANTA,GA,30303,(404)584-9483,N,N,Y,Y,http://www.mcgeorgia.com/3132
-84.382323,33.752169,11849,HOSPITAL,80 BUTLER STREET,ATLANTA,GA,30322,(404)577-8244,N,N,Y,Y,http://www.mcgeorgia.com/11849
-84.39079,33.754909999999995,17492,STOREFRONT,30 MARIETTA ST,ATLANTA,GA,30303,(404)335-0400,N,N,Y,Y,http://www.mcgeorgia.com/17492
-84.216934,33.849751,1168,FREESTANDING,4021 LAWRENCEVILLE HIGHWAY,TUCKER,GA,30084-4620,(770)723-0700,Y,Y,Y,Y,http://www.mcgeorgia.com/1168
-84.313264,33.841824,20644,FREESTANDING,2881 CLAIRMONT ROAD,ATLANTA,GA,30345,(404)320-0020,N,Y,Y,Y,http://www.mcgeorgia.com/20644
-84.36959399999999,33.774301,8005,FREESTANDING,526 PONCE DE LEON,ATLANTA,GA,30303-1806,(404)874-7848,N,Y,Y,Y,http://www.mcgeorgia.com/8005
-84.340733,33.859733,12700,FREESTANDING,4010 PEACHTREE RD NE,ATLANTA,GA,30319-3002,(404)364-0006,N,Y,Y,Y,http://www.mcgeorgia.com/12700
-84.315102,33.854507,1704,FREESTANDING,"3795 BUFORD HIGHWAY, NE",ATLANTA,GA,30329-1001,(404)633-8523,N,Y,Y,Y,http://www.mcgeorgia.com/1704
-84.167627,33.700401,29264,WAL*MART,5401 FAIRINGTON ROAD(WM#1340),LITHONIA,GA,30038,(770)981-4622,N,N,Y,N,http://www.mcgeorgia.com/29264
-84.169913,33.706161,11020,FREESTANDING,2791 PANOLA ROAD,LITHONIA,GA,30058-4835,(770)981-9711,Y,Y,Y,Y,http://www.mcgeorgia.com/11020
-84.302236,34.067906,10328,FREESTANDING,305 MAIN ST,ALPHARETTA,GA,30004,(770)442-1085,Y,Y,Y,Y,http://www.mcgeorgia.com/10328
-84.358087,34.082351,15916,FREESTANDING,12350 ARNOLD MILL RD,ALPHARETTA,GA,30004-6624,(770)442-1166,Y,Y,Y,Y,http://www.mcgeorgia.com/15916
-84.38085699999999,34.057458000000004,35994,FREESTANDING,CROSSVILLE ROAD AT WOODSTOCK ROAD,ROSWELL,GA,30075,(770)992-6121,N,Y,Y,Y,
-84.262111,34.067434000000006,32428,FREESTANDING,NORTH POINT PARKWAY & OLD MILTON PKWY.,ALPHARETTA,GA,30022,(770)569-1624,N,Y,Y,Y,http://www.mcgeorgia.com/32428
-84.15319000000001,34.112771,32464,FREESTANDING,OLD ATLANTA RD & WINDERMERE PKWY,CUMMING,GA,30041,(678)513-3103,Y,Y,Y,Y,http://www.mcgeorgia.com/32464
-84.342995,34.035378,3323,FREESTANDING,591 HOLCOMB BRIDGE ROAD,ROSWELL,GA,30022,(770)992-2974,Y,Y,Y,Y,http://www.mcgeorgia.com/3323
-84.42669699999999,34.022803,18786,FREESTANDING,3011 JOHNSON FERRY DR,MARIETTA,GA,30062,(770)998-3774,Y,Y,Y,Y,http://www.mcgeorgia.com/18786
-84.333242,34.044725,29543,WAL*MART,970 MANSELL RD (W*M #1578),ROSWELL,GA,30076,(770)650-9950,N,N,Y,Y,http://www.mcgeorgia.com/29543
-84.168426,34.069106,19191,FREESTANDING,3650 PEACHTREE PKWY,SUWANEE,GA,30174,(770)623-4222,Y,Y,Y,Y,http://www.mcgeorgia.com/19191
-84.274328,33.989644,10131,FREESTANDING,2950 HOLCOMB BRIDGE RD,ALPHARETTA,GA,30022,(770)998-7710,Y,Y,Y,Y,http://www.mcgeorgia.com/10131
-84.359024,34.253833,27706,FREESTANDING,8008 CUMMING HWY,CANTON,GA,30115,(678)493-5421,Y,Y,Y,Y,http://www.mcgeorgia.com/27706
-84.41866,34.175357,31583,FREESTANDING,6126 HICKORY FLAT HIGHWAY,CANTON,GA,30115,(770)720-3133,N,Y,Y,Y,http://www.mcgeorgia.com/31583
-84.1755,34.160097,27153,FREESTANDING,HWY 9 & HWY 141,CUMMING,GA,30040,(770)887-2755,Y,Y,Y,Y,http://www.mcgeorgia.com/27153
-84.212918,33.98595,22636,FREESTANDING,5025 PEACHTREE PARKWAY,NORCROSS,GA,30092,(770)582-0177,Y,Y,Y,Y,http://www.mcgeorgia.com/22636
-84.251574,34.142961,22740,FREESTANDING,5750 HWY 9 N,ALPHARETTA,GA,30004,(678)366-3145,Y,Y,Y,Y,http://www.mcgeorgia.com/22740
-84.224408,34.049413,12408,FREESTANDING,10975 STATE BRIDGE ROAD,ALPHARETTA,GA,30201,(770)667-1113,Y,Y,Y,Y,http://www.mcgeorgia.com/12408
-84.22029,34.20881,32463,FREESTANDING,POST RD. AND CAMPGROUND RD.,CUMMING,GA,30040,(770)886-3887,N,Y,Y,Y,
-84.302963,33.957855,6947,FREESTANDING,2460 JETT FERRY RD,DUNWOODY,GA,30338,(770)395-1716,Y,Y,Y,Y,http://www.mcgeorgia.com/6947
-84.350626,33.994807,17563,FREESTANDING,8745 ROSWELL ROAD,SANDY SPRINGS,GA,30350,(770)993-8513,Y,Y,Y,Y,http://www.mcgeorgia.com/17563
-84.170935,34.005349,10790,FREESTANDING,3485 PEACHTREE INDUSTRIAL BLVD,DULUTH,GA,30096-2691,(770)476-7823,Y,Y,Y,Y,http://www.mcgeorgia.com/10790
-84.27593399999999,34.091993,24308,FREESTANDING,5210 WINWARD PARKWAY,ALPHARETTA,GA,30004,(678)393-3317,Y,Y,Y,Y,http://www.mcgeorgia.com/24308
-84.20394399999999,34.090602000000004,32008,FREESTANDING,MCGINNIS FERRY & FAIRCROFT DR.,ALPHARETTA,GA,30005,(770)777-0771,Y,Y,Y,Y,http://www.mcgeorgia.com/32008
-84.318421,34.019781,15918,GAS STATION,1465 HOLCOMB BRIDGE RD,ROSWELL,GA,30076,(770)650-9533,N,Y,Y,Y,http://www.mcgeorgia.com/15918
-84.19420699999999,34.23912,20809,FREESTANDING,2315 BETHELVIEW ROAD,CUMMING,GA,30040,(770)844-7327,Y,Y,Y,Y,http://www.mcgeorgia.com/20809
-84.142448,34.187034999999995,3039,FREESTANDING,660 ATLANTA RD.,CUMMING,GA,30130-2704,(770)887-0020,Y,Y,Y,Y,http://www.mcgeorgia.com/3039
-84.079111,34.121851,35331,FREESTANDING,HWY. 20 - KROGER OUT LOT #2,SUGAR HILL,GA,30518,(770)932-0480,N,Y,Y,Y,
-84.09383199999999,34.048543,20099,FREESTANDING,1125 PEACHTREE INDUSTRIAL RD,SUWANEE,GA,30024-1975,(678)482-0054,Y,Y,Y,Y,http://www.mcgeorgia.com/20099
-84.117769,34.164011,33171,FREESTANDING,1635 BUFORD HIGHWAY,CUMMING,GA,30041,(770)889-9500,N,Y,N,Y,
-84.204949,33.944627000000004,10647,FREESTANDING,5535 BUFORD HWY,NORCROSS,GA,30071-3901,(770)441-7634,Y,Y,Y,Y,http://www.mcgeorgia.com/10647
-84.129738,34.009014,32297,FREESTANDING,OLD PEACHTREE RD & BUFORD HWY,DULUTH,GA,30097,(770)232-1212,Y,Y,Y,Y,http://www.mcgeorgia.com/32297
-84.24153100000001,33.945576,7427,FREESTANDING,7070 JIMMY CARTER BLVD,NORCROSS,GA,30071,(770)263-0506,Y,Y,Y,Y,http://www.mcgeorgia.com/7427
-84.58695300000001,33.855962,25235,WAL*MART,1133 EW CONNECTOR (WM#1586),AUSTELL,GA,30106,(770)434-4002,N,N,Y,Y,http://www.mcgeorgia.com/25235
-84.550598,33.928257,1705,FREESTANDING,1015 SOUTH COBB DRIVE,MARIETTA,GA,30060-3303,(770)427-0834,N,Y,Y,Y,http://www.mcgeorgia.com/1705
-84.627353,33.865792,34268,FREESTANDING,EAST WEST CONNECTOR @ MARATHON PARK,AUSTELL,GA,30106,(770)222-1927,N,Y,N,Y,http://www.mcgeorgia.com/34268
-84.51218100000001,33.936544,10925,FREESTANDING,645 S. COBB PKWY,MARIETTA,GA,30062-3768,(770)424-4379,N,Y,Y,Y,http://www.mcgeorgia.com/10925
-84.57679,33.835681,31679,FREESTANDING,FLOYD RD & WHITE BLVD,MABLETON,GA,30126,(770)944-4853,Y,Y,Y,Y,http://www.mcgeorgia.com/31679
-84.528221,33.86998,2558,FREESTANDING,3414 S COBB DR,SMYRNA,GA,30080,(770)434-8489,Y,Y,Y,Y,http://www.mcgeorgia.com/2558
-84.558487,33.982471000000004,1788,FREESTANDING,1291 BELLS FERRY RD,MARIETTA,GA,30066,(770)423-7255,Y,Y,Y,Y,http://www.mcgeorgia.com/1788
-84.52629300000001,33.893884,11741,FREESTANDING,920 WINDY HILL RD,SMYRNA,GA,30080,(770)434-9613,N,Y,Y,Y,http://www.mcgeorgia.com/11741
-84.575333,33.952434999999994,6824,FREESTANDING,778 WHITLOCK AVENUE,MARIETTA,GA,30064-3029,(770)425-8768,Y,Y,Y,Y,http://www.mcgeorgia.com/6824
-84.488863,33.909599,17978,WAL*MART,1785 COBB PARKWAY (WAL*MART #1181),MARIETTA,GA,30067,(770)980-1194,N,N,Y,N,http://www.mcgeorgia.com/17978
-84.599052,34.002243,3341,FREESTANDING,US 41 AND GA HWY 293,KENNESAW,GA,30144,(770)427-6918,N,Y,Y,Y,http://www.mcgeorgia.com/3341
-84.48270500000001,33.923190999999996,33934,FREESTANDING,2375 DELK RD,MARIETTA,GA,30067,(770)955-3486,N,Y,Y,Y,http://www.mcgeorgia.com/33934
-84.671374,33.858486,11141,FREESTANDING,4021 POWDER SPRINGS RD.,POWDER SPRINGS,GA,30127,(770)439-6031,Y,Y,Y,Y,http://www.mcgeorgia.com/11141
-84.701912,33.940251,12866,GAS STATION,5115 DALLAS HWY,POWDER SPRINGS,GA,30127,(770)425-8173,Y,Y,Y,Y,http://www.mcgeorgia.com/12866
-84.476479,33.883873,5533,FREESTANDING,2591 SPRING RD,SMYRNA,GA,30080,(770)432-0374,Y,Y,Y,Y,http://www.mcgeorgia.com/5533
-84.466945,33.92018,12319,FREESTANDING,1305 POWERS FERRY RD,MARIETTA,GA,30067,(770)951-2383,N,Y,Y,Y,http://www.mcgeorgia.com/12319
-84.60933100000001,33.781591,10621,FREESTANDING,834 THORNTON ROAD,LITHIA SPRINGS,GA,30057-2609,(770)739-1121,Y,Y,Y,Y,http://www.mcgeorgia.com/10621
-84.601598,33.774256,29549,WAL*MART,1100 THORNTON RD (W*M #3205),LITHIA SPRINGS,GA,30122,(770)739-9355,N,N,Y,Y,http://www.mcgeorgia.com/29549
-84.575376,33.9234,10232,FREESTANDING,1195 POWDER SPRGS RD,MARIETTA,GA,30064,(770)421-0722,Y,Y,Y,Y,http://www.mcgeorgia.com/10232
-84.53053,33.806324,31678,FREESTANDING,840 SE VETERANS MEMORIAL DR,MABLETON,GA,30126,(678)398-8614,Y,Y,Y,Y,http://www.mcgeorgia.com/31678
-84.60163,33.855584,11774,FREESTANDING,4111 AUSTELL ROAD,AUSTELL,GA,30106,(770)941-2934,N,Y,Y,Y,http://www.mcgeorgia.com/11774
-84.509438,33.951285999999996,2089,FREESTANDING,1495 ROSWELL RD,MARIETTA,GA,30062,(770)973-5752,Y,Y,Y,Y,http://www.mcgeorgia.com/2089
-84.474586,33.900566,4905,FREESTANDING,2700 WINDY HILL RD,MARIETTA,GA,30067,(770)955-8833,Y,Y,Y,Y,http://www.mcgeorgia.com/4905
-84.492468,33.827199,17564,GAS STATION,5160 S COBB DR,SMYRNA,GA,30082,(404)792-0076,N,Y,Y,Y,http://www.mcgeorgia.com/17564
-84.56067,34.013562,10167,FREESTANDING,305 BARRETT PKY,KENNESAW,GA,30144,(770)423-9141,Y,Y,Y,Y,http://www.mcgeorgia.com/10167
-84.333528,33.933040999999996,16185,WAL*MART,4725 ASHFORD DUNWOODY RD (W*M #2360),ATLANTA,GA,30338,(770)390-0047,N,N,Y,N,http://www.mcgeorgia.com/16185
-83.991028,34.063697999999995,22201,FREESTANDING,3210 BUFORD DRIVE,BUFORD,GA,30519,(770)945-1040,Y,Y,Y,Y,http://www.mcgeorgia.com/22201
-83.723232,33.991284,4430,FREESTANDING,US HWY 8,WINDER,GA,30680,(770)867-6623,Y,Y,Y,Y,http://www.mcgeorgia.com/4430
-83.96136899999999,33.898403,25465,FREESTANDING,1881 GRAYSON HWY,GRAYSON,GA,30017,(678)376-0786,Y,Y,Y,Y,http://www.mcgeorgia.com/25465
-83.91059,34.001536,33192,FREESTANDING,DACULA ROAD & DEVELOPER'S ROAD,DACULA,GA,30019,(770)682-0068,Y,Y,Y,Y,http://www.mcgeorgia.com/33192
-83.75528100000001,33.944793,29982,FREESTANDING,912 LOGANVILLE HWY,BETHLEHEM,GA,30620,(770)307-1981,N,Y,Y,Y,http://www.mcgeorgia.com/29982
-83.76201400000001,34.119612,26778,TRAVEL CNTR,5888 HWY 53 @ I-85,BRASELTON,GA,30517,(706)658-2692,N,Y,Y,Y,http://www.mcgeorgia.com/26778
-83.985264,33.986721,20731,FREESTANDING,423 SWANSON DR,LAWRENCEVILLE,GA,30045,(770)682-0583,Y,Y,Y,Y,http://www.mcgeorgia.com/20731
-83.87445500000001,34.108447,31599,FREESTANDING,7370 SPOUT SPRINGS ROAD,FLOWERY BRANCH,GA,30542,(770)965-7070,Y,Y,Y,Y,http://www.mcgeorgia.com/31599
-83.910646,33.84101,30520,WAL*MART,4221 ATLANTA HWY (W*M #5252),LOGANVILLE,GA,30052,(770)554-9633,N,N,Y,N,http://www.mcgeorgia.com/30520
-83.990196,34.088574,29542,WAL*MART,3795 BUFORD DR (W*M #1314),BUFORD,GA,30519,(678)546-9227,N,N,Y,Y,http://www.mcgeorgia.com/29542
-84.008059,33.8866,29544,WAL*MART,1550 SCENIC HIGHWAY (W*M #1720),SNELLVILLE,GA,30078,(678)344-2559,N,N,Y,Y,http://www.mcgeorgia.com/29544
-84.014595,33.9673,8025,FREESTANDING,751 PIKE ST,LAWRENCEVILLE,GA,30045,(770)995-9410,N,Y,Y,Y,http://www.mcgeorgia.com/8025
-84.05054,34.032003,10592,FREESTANDING,3110 LAWRENCEVILLE,SUWANEE,GA,30024,(770)932-8348,Y,Y,Y,Y,http://www.mcgeorgia.com/10592
-84.056383,33.956078000000005,19648,FREESTANDING,4915 SUGARLOAF PKY,LAWRENCEVILLE,GA,30045,(770)277-8824,Y,Y,Y,Y,http://www.mcgeorgia.com/19648
-83.952442,34.142629,24613,FREESTANDING,4810 GOLDEN AVE,BUFORD,GA,30519,(678)482-8299,Y,Y,Y,Y,http://www.mcgeorgia.com/24613
-83.890793,33.834634,10330,FREESTANDING,4638 ATLANTA HIGHWAY,LOGANVILLE,GA,30052,(770)466-2002,Y,Y,Y,Y,http://www.mcgeorgia.com/10330
-84.013928,33.875414,35032,FREESTANDING,1915 SCENIC HWY N,SNELLVILLE,GA,30078,(770)982-1882,N,Y,N,Y,
-83.91713,34.07355,18002,FREESTANDING,2443 HAMILTON MILL PKWY,DACULA,GA,30019,(770)614-3500,Y,Y,Y,Y,http://www.mcgeorgia.com/18002
-83.851848,34.010359,33172,FREESTANDING,HIGHWAY 8 & SR324,AUBURN,GA,30011,(678)225-7000,N,Y,Y,Y,http://www.mcgeorgia.com/33172
-84.01685,33.923483000000004,34412,FREESTANDING,3393 SUGARLOAF PARKWAY,LAWRENCEVILLE,GA,30045,(678)377-5836,N,Y,Y,Y,http://www.mcgeorgia.com/34412
-83.642761,34.151706,10665,FREESTANDING,4875 U.S. HWY. 129 NORTH,JEFFERSON,GA,30549,(706)693-4320,N,Y,Y,Y,http://www.mcgeorgia.com/10665
-83.98751800000001,33.948624,2054,FREESTANDING,730 CLAYTON STREET S.W.,LAWRENCEVILLE,GA,30045,(770)963-8377,Y,Y,Y,Y,http://www.mcgeorgia.com/2054
-84.01200899999999,34.094597,2051,FREESTANDING,4358 BUFORD DRIVE,BUFORD,GA,30518,(770)945-7867,Y,Y,Y,Y,http://www.mcgeorgia.com/2051
-83.699566,34.107859999999995,33557,FREESTANDING,SR 124 & SR 332,HOSCHTON,GA,30548,(706)654-7986,N,Y,Y,Y,http://www.mcgeorgia.com/33557
-84.070101,33.999962,28785,FREESTANDING,1050 OLD PEACHTREE ROAD,SUWANEE,GA,30043,(678)518-5288,Y,Y,Y,Y,http://www.mcgeorgia.com/28785
-84.088161,33.696502,24614,FREESTANDING,2964 TURNER HILL RD,LITHONIA,GA,30038,(770)482-7676,Y,Y,Y,Y,http://www.mcgeorgia.com/24614
-84.04276899999999,33.804929,11171,FREESTANDING,3460 GEORGIA HIGHWAY 124,SNELLVILLE,GA,30278,(770)985-6930,N,Y,Y,Y,http://www.mcgeorgia.com/11171
-83.826982,33.610634000000005,34961,FREESTANDING,SR142 & INDUSTRIAL BOULEVARD,COVINGTON,GA,30014,(678)625-3700,N,Y,N,Y,
-83.976963,33.627376,29454,FREESTANDING,2320 SALEM ROAD,CONYERS,GA,30013,(770)602-9969,Y,Y,Y,Y,http://www.mcgeorgia.com/29454
-84.015007,33.643127,7687,FREESTANDING,1765 HIGHWAY 138,CONYERS,GA,30094,(770)483-7472,N,Y,Y,Y,http://www.mcgeorgia.com/7687
-84.115608,33.702026000000004,3867,FREESTANDING,2826 EVANS MILL RD,LITHONIA,GA,30058,(770)482-1457,Y,Y,Y,Y,http://www.mcgeorgia.com/3867
-83.853027,33.602665,3200,FREESTANDING,"4112 HIGHWAY 278, N.E.",COVINGTON,GA,30014,(770)787-3968,Y,Y,Y,Y,http://www.mcgeorgia.com/3200
-84.10156500000001,33.78546,13448,FREESTANDING,370 NORTH DESHON ROAD,STONE MOUNTAIN,GA,30087,(770)465-0665,Y,Y,Y,Y,http://www.mcgeorgia.com/13448
-84.03139499999999,33.664124,2848,FREESTANDING,1320 KLONDIKE RD,CONYERS,GA,30094,(770)483-0564,N,Y,Y,Y,http://www.mcgeorgia.com/2848
-83.963699,33.579571,20287,FREESTANDING,4174 SALEM ROAD,COVINGTON,GA,30016,(678)625-9995,Y,Y,Y,Y,http://www.mcgeorgia.com/20287
-84.025185,33.855511,4538,FREESTANDING,2684 MAIN ST W,SNELLVILLE,GA,30278,(770)972-0259,Y,Y,Y,Y,http://www.mcgeorgia.com/4538
-84.11099200000001,33.823986,8038,FREESTANDING,5225 HIGHWAY 78,STONE MOUNTAIN,GA,30087-3414,(770)469-3305,Y,Y,Y,Y,http://www.mcgeorgia.com/8038
-83.99668199999999,33.652882,17987,WAL*MART,1436 DOGWOOD DRIVE,CONYERS,GA,30012,(770)785-7700,N,N,N,N,http://www.mcgeorgia.com/17987
-83.921118,33.614456,29859,GAS STATION,2080 A CROWELL ROAD,COVINGTON,GA,30014,(678)342-9898,N,Y,Y,Y,http://www.mcgeorgia.com/29859
-83.848253,33.570428,31745,FREESTANDING,10267 HIGHWAY 36,COVINGTON,GA,30014,(770)788-3044,Y,Y,Y,Y,http://www.mcgeorgia.com/31745
-84.14158499999999,33.507158000000004,25412,SHARED BLDNG,41 PRICE QUARTERS ROAD,MCDONOUGH,GA,30253,(770)898-1016,Y,Y,Y,Y,http://www.mcgeorgia.com/25412
-84.121654,33.439655,26782,FREESTANDING,801 HWY 81 E,MCDONOUGH,GA,30252,(678)583-6757,Y,Y,Y,Y,http://www.mcgeorgia.com/26782
-84.235254,33.5052,30676,FREESTANDING,1473 HUDSON BRIDGE RD,STOCKBRIDGE,GA,30281,(678)289-5335,Y,Y,Y,Y,http://www.mcgeorgia.com/30676
-84.235955,33.61996,19149,FREESTANDING,71 FAIRVIEW RD,ELLENWOOD,GA,30281,(770)507-5074,Y,Y,Y,Y,http://www.mcgeorgia.com/19149
-84.18473399999999,33.432437,29546,WAL*MART,101 WILLOW LN(W*M#3201),MCDONOUGH,GA,30253,(678)432-9006,N,Y,Y,N,http://www.mcgeorgia.com/29546
-84.17918399999999,33.428515999999995,2261,FREESTANDING,885 INDUSTRIAL BLVD,MCDONOUGH,GA,30253,(770)957-2371,Y,Y,Y,Y,http://www.mcgeorgia.com/2261
-83.743528,33.795054,24976,GAS STATION,2025 W SPRING ST,MONROE,GA,30655,(770)267-4668,Y,Y,Y,Y,http://www.mcgeorgia.com/24976
-83.474609,33.557919,4565,FREESTANDING,1920 EATONTON RD,MADISON,GA,30650,(706)342-4120,N,Y,Y,Y,http://www.mcgeorgia.com/4565
-83.960741,33.294177000000005,13194,FREESTANDING,546 E 3RD ST,JACKSON,GA,30233,(770)775-1566,Y,Y,Y,Y,http://www.mcgeorgia.com/13194
-84.122476,33.352973999999996,17199,GAS STATION,4850 BILL GARDNER PKY,LOCUST GROVE,GA,30248,(678)583-1240,Y,Y,Y,Y,http://www.mcgeorgia.com/17199
-84.26660799999999,33.554238,10341,FREESTANDING,3825 HWY 138,STOCKBRIDGE,GA,30281,(770)389-4431,Y,Y,Y,Y,http://www.mcgeorgia.com/10341
-84.214106,33.463013000000004,17198,FREESTANDING,1775 JONESBORO ROAD,MCDONOUGH,GA,30253,(770)914-3021,Y,Y,Y,Y,http://www.mcgeorgia.com/17198
